,Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price
148,"Acer Aspire 3 A315-59-56GV Intel Core i5-1235U/8GB/512GB SSD/15.6""",New,Acer,Aspire,Intel Core i5,8,512,SSD,,15.6,No,749.0
149,"ASUS ExpertBook P1512CEA-EJ0083X Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i3,8,256,SSD,,15.6,No,549.0
150,"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 5 5600H/16GB/512GB SSD/RTX3050/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 5,16,512,SSD,RTX 3050,15.6,No,979.0
151,"ASUS ZenBook 14 OLED UM3402YA-KM513 AMD Ryzen 5 7530U/16GB/512GB SSD/14""",New,Asus,ZenBook,AMD Ryzen 5,16,512,SSD,,14.0,No,969.0
152,"Lenovo IdeaPad Gaming 3 15IAH7 Intel Core i5-12500H/16GB/512GB SSD/RTX3050/15.6""",New,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,1099.0
153,"Lenovo Legion 5 15ITH6H Intel Core i5-11400H/16GB/512GB SSD/RTX3060/15.6""",New,Lenovo,Legion,Intel Core i5,16,512,SSD,RTX 3060,15.6,No,1319.01
154,"Lenovo IdeaPad Flex 5 14ALC05 AMD Ryzen 5 5500U/16GB/512GB SSD/14"" Táctil",New,Lenovo,IdeaPad,AMD Ryzen 5,16,512,SSD,,14.0,Yes,799.0
155,"Apple MacBook Air Apple M1/8GB/256GB SSD/GPU Hepta Core/13.3"" Plata",New,Apple,MacBook Air,Apple M1,8,256,SSD,,13.3,No,1219.0
156,"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 5 5600H/16 GB/512GB SSD/GTX1650/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 5,16,512,SSD,GTX 1650,15.6,No,879.0
157,"MSI Prestige 14H B12UCX-427XES Intel Core i7-12650H/32GB/1TB SSD/RTX 2050/14""",New,MSI,Prestige,Intel Core i7,32,1000,SSD,RTX 2050,14.0,No,1359.0
158,"ASUS F515EA-EJ1858W Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,Asus,F515,Intel Core i7,8,512,SSD,,15.6,No,839.0
159,"Gigabyte G5 KF-E3ES313SD Intel Core i5-12500H/16GB/512GB SSD/RTX 4060/15.6""",New,Gigabyte,G5,Intel Core i5,16,512,SSD,RTX 4060,15.6,No,1109.0
160,"HP ChromeBook 14b-na0017ns AMD Ryzen 3 3250C/8GB/128GB SSD/14""",New,HP,Chromebook,AMD Ryzen 3,8,128,SSD,,14.0,No,579.01
161,"Dell Vostro 3510 Intel Core i3-1115G4/8 GB/256GB SSD/15.6""",New,Dell,Vostro,Intel Core i3,8,256,SSD,,15.6,No,599.0
162,"Apple Macbook Air Apple M2/8GB/256GB SSD/GPU Octa Core/13.6"" Plata",New,Apple,MacBook Air,Apple M2,8,256,SSD,,13.6,No,1519.0
163,"ASUS TUF Gaming A15 2023 FA507NV-LP031W AMD Ryzen 7 7735HS/16GB/512GB SSD/RTX 4060/15.6""",New,Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 4060,15.6,No,1349.0
164,"MSI Thin GF63 12UDX-042XES Intel Core i5-12450H/16GB/512GB SSD/RTX 3050/15.6""",New,MSI,Thin,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,999.0
165,"Lenovo Ideapad Gaming 3 Gen 6 Intel Core i5-11320H/16GB/512GB SSD/GTX 1650/15.6""",New,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,GTX 1650,15.6,No,829.01
166,"Lenovo Legion 5 15IAH7H Intel Core i7-12700H/16GB/1TB SSD/RTX3060/15.6""",New,Lenovo,Legion,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1569.01
167,"HP 15S-EQ2086NS AMD Ryzen 3 5300U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 3,8,512,SSD,,15.6,No,479.0
168,"HP Essential 255 G8 AMD 3020e/8GB/256GB SSD/15.6""",New,HP,255,AMD 3020e,8,256,SSD,,15.6,No,339.0
169,"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 5 5600H/16 GB/512 GB SSD/GTX 1650/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 5,16,512,SSD,GTX 1650,15.6,No,779.01
170,"Medion Akoya E14301 AMD Ryzen 5 3500U/4GB/256GB SSD/14""",New,Medion,Akoya,AMD Ryzen 5,4,256,SSD,,14.0,No,499.0
171,"ASUS Vivobook 14 F1402ZA-EK610 Intel Core i3-1215U/8GB/256GB SSD/14""",New,Asus,VivoBook,Intel Core i3,8,256,SSD,,14.0,No,459.0
172,"MSI Modern 14 C12M-077XES Intel Core i7-1255U/16GB/1TB SSD/14""",New,MSI,Modern,Intel Core i7,16,1000,SSD,,14.0,No,999.0
173,"ASUS ROG Strix G15 G513RM-HQ012 AMD Ryzen 7 6800H/16GB/1TB SSD/RTX3060/15.6""",Refurbished,Asus,ROG,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,1899.0
174,"MSI Modern 15 B13M-280XES Intel Core i5-1335U/16GB/512GB SSD/15.6""",New,MSI,Modern,Intel Core i5,16,512,SSD,,15.6,No,819.0
175,"HP 15S-eq2091ns AMD Ryzen 7 5700U/12GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 7,12,512,SSD,,15.6,No,749.0
176,"Lenovo Ideapad Duet 5 Chromebook Qualcomm Snapdragon 7c/8GB/128GB eMMC/13.3"" Táctil",New,Lenovo,IdeaPad,Qualcomm Snapdragon 7,8,128,eMMC,,13.3,Yes,599.0
177,"Acer Nitro 5 AN515-47-R5K6 AMD Ryzen 5 7535HS/16GB/1TB SSD/RTX 3050Ti/15.6""",New,Acer,Nitro,AMD Ryzen 5,16,1000,SSD,RTX 3050,15.6,No,1199.0
178,"Lenovo V15 G2 ITL Intel Core i3-1115G4/8 GB/512 GB SSD/15.6""",New,Lenovo,V15,Intel Core i3,8,512,SSD,,15.6,No,449.0
179,"MSI Prestige 16 Studio A13VF-042XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4060/16""",New,MSI,Prestige,Intel Core i7,32,1000,SSD,RTX 4060,16.0,No,1999.0
180,"HP 15S-EQ1158NS AMD 3020e/4GB/128GB SSD/15.6""",New,HP,15S,AMD 3020e,4,128,SSD,,15.6,No,379.0
181,"Lenovo IdeaPad 3 15ITL6 Intel Core i3-1115G4/8GB/256GB SSD/15.6"" Azul",New,Lenovo,IdeaPad,Intel Core i3,8,256,SSD,,15.6,No,529.0
182,"LG Gram 17Z90R-G.AA75B Intel Evo Core i7-1360P/16GB/512GB SSD/17""",New,LG,Gram,Intel Evo Core i7,16,512,SSD,,17.0,No,1799.0
183,"MSI Prestige 16 Studio A13VE-045XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4050/16""",New,MSI,Prestige,Intel Core i7,32,1000,SSD,RTX 4050,16.0,No,1999.0
184,"ASUS E410MA-EK1356WS Intel Celeron N4020/4GB/64GB eMMC/14""",New,Asus,E410,Intel Celeron,4,64,eMMC,,14.0,No,349.0
185,"HP OMEN 17-cm2003ns Intel Core i7-13700HX/32GB/1TB SSD/RTX 4060/17.3""",New,HP,Omen,Intel Core i7,32,1000,SSD,RTX 4060,17.3,No,1799.0
186,"Medion Akoya E16401 MD62264 Intel Core i5-1135G7/8GB/512GB SSD/16.1""",New,Medion,Akoya,Intel Core i5,8,512,SSD,,16.1,No,499.0
187,"Lenovo V15 G2 ALC AMD Ryzen 3 5300U/8 GB/256 GB SSD/15.6""",New,Lenovo,V15,AMD Ryzen 3,8,256,SSD,,15.6,No,399.0
188,"ASUS ZenBook 14 OLED UM3402YA-KM512WS AMD Ryzen 7 7730U/16GB/512GB SSD/14""",New,Asus,ZenBook,AMD Ryzen 7,16,512,SSD,,14.0,No,1149.0
189,"Portátil Alurin Flex Advance Intel Core I5-1155G7 14""",Refurbished,Alurin,Flex Advance,Intel Core i5,8,0,,,14.0,No,368.7
190,"Acer Aspire 3 A315-58-32EE Intel Core i3-1115G4/8GB/512GB SSD/15.6""",New,Acer,Aspire,Intel Core i3,8,512,SSD,,15.6,No,499.0
191,"ASUS Chromebook Vibe CX55 Flip CX5501FEA-NA0271 Intel Core i3-1115G4/8GB/256GB SSD/15.6"" Táctil",New,Asus,Chromebook,Intel Core i3,8,256,SSD,,15.6,Yes,699.0
192,"MSI Stealth 17 Studio A13VG-017ES Intel Core i7-13700H/32GB/1TB SSD/RTX 4070/17.3""",New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4070,17.3,No,2949.0
193,"ASUS Vivobook 17 F1704VA-AU083W Intel Core i5-1335U/16GB/512GB SSD/17.3""",New,Asus,VivoBook,Intel Core i5,16,512,SSD,,17.3,No,899.0
194,"HP Victus 16-e1007ns AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3050/16.1""",New,HP,Victus,AMD Ryzen 7,16,512,SSD,RTX 3050,16.1,No,1099.0
195,"MSI Pulse 17 B13VGK-085XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4070/17.3""",New,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 4070,17.3,No,2099.0
196,"ASUS ExpertBook B1500CEAE-EJ3535X Intel Core i7-1165G7/16GB/512GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i7,16,512,SSD,,15.6,No,1049.0
197,"Medion Akoya E15301 AMD Ryzen 7 3700U/8 GB/512GB SSD/15.6""",New,Medion,Akoya,AMD Ryzen 7,8,512,SSD,,15.6,No,499.0
198,"ASUS Vivobook 14 F1402ZA-EK611W Intel Core i5-1235U/8GB/512GB SSD/14""",New,Asus,VivoBook,Intel Core i5,8,512,SSD,,14.0,No,719.01
199,"Razer Blade 15 QHD Intel Core i7-12800H/16GB/1TB SSD/RTX 3060/15.6""",New,Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,2799.99
200,"Apple MacBook Air Apple M1/8GB/256GB SSD/GPU Hepta Core/13.3"" Dorado",New,Apple,MacBook Air,Apple M1,8,256,SSD,,13.3,No,1219.0
201,"ASUS Chromebook CX1700CKA-BX0079 Intel Celeron N4500/8GB/64GB eMMC/17.3""",New,Asus,Chromebook,Intel Celeron,8,64,eMMC,,17.3,No,429.0
202,"ASUS VivoBook F1500EA-BQ2649W Intel Core i3-1115G4/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i3,8,512,SSD,,15.6,No,499.0
203,HP Omen 16-b1016ns Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/16.1'',New,HP,Omen,Intel Core i7,16,1000,SSD,RTX 3060,16.1,No,1599.0
204,"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 7 5800H/16 GB/512GB SSD/RTX3050/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,No,1079.01
205,"ASUS ZenBook 14 OLED UM3402YA-KM091 AMD Ryzen 5 5625U/16GB/512GB SSD/14""",New,Asus,ZenBook,AMD Ryzen 5,16,512,SSD,,14.0,No,999.0
206,"MSI Bravo 15 B5ED-019XES AMD Ryzen 5 5600H/8GB/512GB SSD/RX 6500M/15.6""",New,MSI,Bravo,AMD Ryzen 5,8,512,SSD,RX 6500M,15.6,No,869.0
207,"ASUS TUF Dash F15 FX517ZE-HN050 Intel Core i7-12650H/16GB/512GB SSD/RTX 3050Ti/15.6""",New,Asus,TUF,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,1299.0
208,MSI Stealth 15 A13VF-019XES Intel Core i7-13620H/16GB/1TB SSD/RTX 4060/15.6'',New,MSI,Stealth,Intel Core i7,16,1000,SSD,RTX 4060,15.6,No,1799.0
209,"MSI Katana GF66 12UE-1202XES Intel Core i7-12650H/16GB/512GB SSD/RTX 3060/15.6""",New,MSI,Katana,Intel Core i7,16,512,SSD,RTX 3060,15.6,No,1299.0
210,"MSI Modern 15 B13M-283ES Intel Core i7-1355U/16GB/1TB SSD/15.6""",New,MSI,Modern,Intel Core i7,16,1000,SSD,,15.6,No,1169.01
211,"ASUS Chromebook Vibe CX34 Flip CX3401FBA-N90030 Intel Core i5-1235U/8GB/256GB SSD/14"" Táctil",New,Asus,Chromebook,Intel Core i5,8,256,SSD,,14.0,Yes,899.0
212,"Lenovo ThinkBook 16 G4+ IAP Intel Core i5-1235U/16GB/512GB SSD/16""",New,Lenovo,ThinkBook,Intel Core i5,16,512,SSD,,16.0,No,1089.0
213,"ASUS ZenBook 14X OLED UM5401QA-L7177 AMD Ryzen 7 5800H/16GB/512GB SSD/14""",New,Asus,ZenBook,AMD Ryzen 7,16,512,SSD,,14.0,No,1199.0
214,"Gigabyte AERO 16 XE5-73ES938HP Intel Core i7-12700H/16GB/2TB SSD/RTX 3070Ti/16""",New,Gigabyte,Aero,Intel Core i7,16,2000,SSD,RTX 3070,16.0,No,2899.0
215,"Apple Macbook Air 2023 Apple M2/8GB/256GB SSD/GPU Deca Core/15.3"" Medianoche",New,Apple,MacBook Air,Apple M2,8,256,SSD,,15.3,No,1599.0
216,"Lenovo IdeaPad 3 AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 3,8,256,SSD,,15.6,No,499.0
217,"Acer Nitro 5 AN515-58-7571 Intel Core i7-12700H/16GB/512GB SSD/RTX 3060/15.6""",New,Acer,Nitro,Intel Core i7,16,512,SSD,RTX 3060,15.6,No,1499.0
218,"MSI Prestige 16 Studio A13VE-046XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4050/16""",New,MSI,Prestige,Intel Core i7,16,1000,SSD,RTX 4050,16.0,No,1899.0
219,"ASUS ZenBook 13 OLED UX325EA-KG744W Intel Evo Core i7-1165G7/16GB/512GB SSD/13.3""",New,Asus,ZenBook,Intel Evo Core i7,16,512,SSD,,13.3,No,1199.0
220,"MSI Bravo 15 B5ED-018XES AMD Ryzen 7 5800H/16GB/512GB SSD/RX6500M/15.6""",New,MSI,Bravo,AMD Ryzen 7,16,512,SSD,RX 6500M,15.6,No,999.0
221,"ASUS TUF Gaming A15 2023 FA507NU-LP045 AMD Ryzen 7 7735HS/16GB/512GB SSD/RTX 4050/15.6""",New,Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 4050,15.6,No,1139.01
222,"HP Chromebook 15a-na0000ns Intel Celeron N4500/4GB/64GB eMMC/15.6""",New,HP,Chromebook,Intel Celeron,4,64,eMMC,,15.6,No,376.0
223,"HP OMEN 17-cm2006ns Intel Core i7-13700HX/32GB/1TB SSD/RTX 4070/17.3""",New,HP,Omen,Intel Core i7,32,1000,SSD,RTX 4070,17.3,No,1999.0
224,"Lenovo Yoga Slim 7 ProX 14IAH7 Intel Evo Core i5-12500H/16GB/512GB SSD/14.5""",New,Lenovo,Yoga,Intel Evo Core i5,16,512,SSD,,14.5,No,1529.0
225,"ASUS ExpertBook B1 B1500CEAE-BQ2834X Intel Core i5-1135G7/16GB/512GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i5,16,512,SSD,,15.6,No,799.0
226,"MSI Pulse GL76 12UEK-827XES Intel Core i9-12900H/32GB/1TB SSD/RTX 3060/17.3""",New,MSI,Pulse,Intel Core i9,32,1000,SSD,RTX 3060,17.3,No,1599.0
227,"Acer Aspire 5 A515-57-51Q4 Intel Core i5-1235U/8GB/512GB SSD/MX550/15.6""",New,Acer,Aspire,Intel Core i5,8,512,SSD,MX 550,15.6,No,1209.01
228,"Lenovo V15 G2 ITL Intel Core i7-1165G7/16 GB/512 GB SSD/15.6""",New,Lenovo,V15,Intel Core i7,16,512,SSD,,15.6,No,699.0
229,"Lenovo ThinkBook 14s Yoga G2 IAP Intel Core i5-1235U/8GB/256GB SSD/14"" Táctil",New,Lenovo,ThinkBook,Intel Core i5,8,256,SSD,,14.0,Yes,1163.02
230,"ASUS F1500EA-BQ3074W Intel Core i3-1115G4/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i3,8,512,SSD,,15.6,No,499.0
231,"ASUS P1512CEA-EJ0213X Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i5,8,256,SSD,,15.6,No,609.0
232,"ASUS VivoBook Flip TP470EA-EC402W Intel Core i5-1135G7/8GB/512GB SSD/14"" Táctil",New,Asus,VivoBook,Intel Core i5,8,512,SSD,,14.0,Yes,899.0
233,"Lenovo IdeaPad 5 Pro 14ITL6 Intel Core i7-1165G7/8GB/512GB SSD/14""",New,Lenovo,IdeaPad,Intel Core i7,8,512,SSD,,14.0,No,999.0
234,"MSI Stealth 14 Studio A13VG-047XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4070/14""",New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4070,14.0,No,2549.01
235,"MSI Stealth 16 Studio A13VG-036XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4070/16""",New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4070,16.0,No,2599.01
236,"Samsung Galaxy Book2 Pro Intel Core i7-1260P/16GB/512GB SSD/13.3""",New,Samsung,Galaxy Book,Intel Core i7,16,512,SSD,,13.3,No,1549.0
237,"ASUS ExpertBook P1512CEA-EJ0084X Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i7,8,512,SSD,,15.6,No,849.0
238,"MSI Modern 14 C12M-030XES Intel Core i5-1235U/16GB/512GB SSD/14""",New,MSI,Modern,Intel Core i5,16,512,SSD,,14.0,No,699.0
239,"Lenovo V15 G2 ITL Intel Core i3-1115G4/8 GB/256 GB SSD/15.6""",New,Lenovo,V15,Intel Core i3,8,256,SSD,,15.6,No,345.0
240,"Apple Macbook Pro Apple M2/8GB/256GB SSD/GPU Deca Core/13.3"" Gris Espacial",New,Apple,MacBook Pro,Apple M2,8,256,SSD,,13.3,No,1619.0
241,"ASUS TUF Gaming F15 FX507ZU4-LP040 Intel Core i7-12700H/16GB/512GB SSD/RTX 4050/15.6""",New,Asus,TUF,Intel Core i7,16,512,SSD,RTX 4050,15.6,No,1519.01
242,"Acer Nitro 5 AN515-45-R6CN AMD Ryzen 7 5800H/32GB/1TB SSD/RTX 3080/15.6""",New,Acer,Nitro,AMD Ryzen 7,32,1000,SSD,RTX 3080,15.6,No,2299.0
243,"Razer Blade 17 QHD 240Hz Intel Core i7-12800H/16GB/1TB SSD/RTX 3060/17.3""",New,Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3060,17.3,No,3099.99
244,"Lenovo V15 G2 ITL Intel Core i3-1115G4/8 GB/512GB SSD/15.6""",New,Lenovo,V15,Intel Core i3,8,512,SSD,,15.6,No,479.0
245,"HP 250 G9 Intel Core i5-1235U/16GB/512GB SSD/15.6""",New,HP,250,Intel Core i5,16,512,SSD,,15.6,No,629.01
246,"Lenovo V15 G2 ALC AMD Ryzen 5 5500U/16GB/512GB SSD/15.6""",New,Lenovo,V15,AMD Ryzen 5,16,512,SSD,,15.6,No,475.0
247,"ASUS TUF Gaming F15 FX507ZV4-LP047 Intel Core i7-12700H/16GB/1TB SSD/RTX 4060/15.6""",New,Asus,TUF,Intel Core i7,16,1000,SSD,RTX 4060,15.6,No,1799.0
248,"Lenovo V15 G2 ITL Intel Core i3-1115G4/8 GB/256GB SSD/15.6""",New,Lenovo,V15,Intel Core i3,8,256,SSD,,15.6,No,449.0
249,"Acer Nitro 5 AN515-47-R6UV AMD Ryzen 7 7735HS/16GB/1TB SSD/RTX 3050Ti/15.6""",New,Acer,Nitro,AMD Ryzen 7,16,1000,SSD,RTX 3050,15.6,No,1299.01
250,"ASUS TUF Gaming F15 FX507ZV4-LP004 Intel Core i7-12700H/32GB/1TB SSD/RTX 4060/15.6""",New,Asus,TUF,Intel Core i7,32,1000,SSD,RTX 4060,15.6,No,1999.0
251,"Apple Macbook Air Apple M2/8GB/256GB SSD/GPU Octa Core/13.6"" Midnight",New,Apple,MacBook Air,Apple M2,8,256,SSD,,13.6,No,1519.0
252,"HP ChromeBook 14a-na1006ns Intel Celeron N4500/4GB/64GB eMMC/14""",New,HP,Chromebook,Intel Celeron,4,64,eMMC,,14.0,No,379.0
253,"MSI Creator Z16 HX Studio B13VFTO-034ES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4060/16"" Táctil",New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 4060,16.0,Yes,2729.01
254,"Medion Erazer Crawler E30 Intel Core i5-12450H/16GB/512GB SSD/RTX 3050 Ti/15.6""",New,Medion,Erazer,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,859.0
255,"LG Gram 17Z90Q Intel Evo Core i7-1260P/32GB/1TB SSD/17""",New,LG,Gram,Intel Evo Core i7,32,1000,SSD,,17.0,No,1809.01
256,"MSI Pulse 17 B13VFK-072XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4060/17.3""",New,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 4060,17.3,No,1899.0
257,"HP 255 G8 AMD Ryzen 3 5300U/8GB/512GB SSD/15.6""",New,HP,255,AMD Ryzen 3,8,512,SSD,,15.6,No,388.0
258,"Lenovo V15 G2 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Lenovo,V15,Intel Core i5,8,256,SSD,,15.6,No,499.0
259,"Lenovo IdeaPad Gaming 3 15ACH6-381 AMD Ryzen 5 5600H/8GB/512GB SSD/RTX3050/15.6"" (PT)",New,Lenovo,IdeaPad,AMD Ryzen 5,8,512,SSD,RTX 3050,15.6,No,944.82
260,"ASUS ROG Strix G16 G614JZ-N3008 Intel Core i7-13650HX/32GB/1TB/RTX 4080/16""",New,Asus,ROG,Intel Core i7,32,1000,,RTX 4080,16.0,No,2599.01
261,"ASUS VivoBook 15 F1500EA-EJ3069W Intel Core i7-1165G7/16GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i7,16,512,SSD,,15.6,No,909.0
262,"MSI Summit E13 Flip Evo A13MT-228ES Intel Evo Core i7-1360P/16GB/1TB SSD/13.4"" Táctil",New,MSI,Summit,Intel Evo Core i7,16,1000,SSD,,13.4,Yes,1799.0
263,"ASUS E410MA-EK1928WS Intel Celeron N4020/4GB/64GB eMMC/14""",New,Asus,E410,Intel Celeron,4,64,eMMC,,14.0,No,452.0
264,"HP Pavilion 14-dv2004ns Intel Core i5-1235U/16GB/512GB SSD/14""",New,HP,Pavilion,Intel Core i5,16,512,SSD,,14.0,No,899.01
265,"LG Ultra PC 17U70Q-P.AA78B Intel Core i7-1260P/16GB/1TB SSD/RTX 3050Ti/17""",New,LG,Ultra,Intel Core i7,16,1000,SSD,RTX 3050,17.0,No,1999.0
266,"Lenovo IdeaPad Gaming 3 15IAH7 Intel Core i5-12500H/16 GB/512GB SSD/RTX3050/15.6""",New,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,1029.01
267,"Lenovo V15 G2 ITL Intel Core i5-1135G7/8 GB/512GB SSD/15.6""",New,Lenovo,V15,Intel Core i5,8,512,SSD,,15.6,No,509.0
268,"Lenovo V15 G2 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,Lenovo,V15,AMD Ryzen 5,8,512,SSD,,15.6,No,442.99
269,"MSI Creator Z16 HX Studio B13VETO-047XES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4050/16"" Táctil",New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 4050,16.0,Yes,2499.0
270,"Samsung Galaxy Book2 Intel Core i5-1235U/8GB/256GB SSD/15.6"" Negro",New,Samsung,Galaxy Book,Intel Core i5,8,256,SSD,,15.6,No,849.0
271,"Dell Vostro 3510 Intel Core i5-1135G7/8 GB/256GB SSD/15.6""",New,Dell,Vostro,Intel Core i5,8,256,SSD,,15.6,No,690.15
272,"ASUS ExpertBook B3 Flip B3402FBA-EC0434X Intel Core i5-1235U/8GB/256GB SSD/14"" Táctil",New,Asus,ExpertBook,Intel Core i5,8,256,SSD,,14.0,Yes,1179.0
273,"ASUS TUF Gaming A17 FA707XI-HX019 AMD Ryzen 9 7940HS/32GB/1TB SSD/RTX 4070/17.3""",New,Asus,TUF,AMD Ryzen 9,32,1000,SSD,RTX 4070,17.3,No,1899.01
274,HP Victus 16-d1040ns Intel Core i7-12700H/32GB/512GB SSD/RTX 3060/16.1'',New,HP,Victus,Intel Core i7,32,512,SSD,RTX 3060,16.1,No,1499.01
275,"Asus TUF Gaming A15 FA507RR-HQ008 AMD Ryzen 7 6800H/32GB/1TB SSD/RTX 3070/15.6""",New,Asus,TUF,AMD Ryzen 7,32,1000,SSD,RTX 3070,15.6,No,1889.0
276,"Apple Macbook Air Apple M2/8GB/512GB SSD/GPU Deca Core/13.6"" Blanco Estrella",New,Apple,MacBook Air,Apple M2,8,512,SSD,,13.6,No,1869.0
277,"Lenovo ThinkPad E15 Gen 4 AMD Ryzen 7 5825U/16GB/512GB SSD/15.6""",New,Lenovo,ThinkPad,AMD Ryzen 7,16,512,SSD,,15.6,No,1129.0
278,"MSI Prestige 13 Evo A13M-068ES Intel Evo Core i7-1360P/32GB/1TB SSD/13.3""",New,MSI,Prestige,Intel Evo Core i7,32,1000,SSD,,13.3,No,1599.0
279,"Lenovo Chromebook IdeaPad 3 CB 14IGL05 Intel Celeron N4020/8GB/64GB eMMC/14""",New,Lenovo,IdeaPad,Intel Celeron,8,64,eMMC,,14.0,No,391.0
280,"HP ProBook 650 G8 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,HP,ProBook,Intel Core i5,8,256,SSD,,15.6,No,709.0
281,"Dell Vostro 3520 Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,Dell,Vostro,Intel Core i7,16,512,SSD,,15.6,No,889.0
282,"ASUS ROG Zephyrus G16 2023 GU603VI-N4006 Intel Core i9-13900H/32GB/1TB SSD/RTX 4070/16""",New,Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4070,16.0,No,2599.0
283,"MSI Modern 15 B5M-017XES AMD Ryzen 7 5825U/16GB/512GB SSD/15.6""",New,MSI,Modern,AMD Ryzen 7,16,512,SSD,,15.6,No,899.0
284,"HP OMEN 16-n0012ns AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3050Ti/16.1""",New,HP,Omen,AMD Ryzen 7,16,512,SSD,RTX 3050,16.1,No,1399.0
285,"HP ChromeBook 14a-na1009ns Intel Pentium Silver N6000/8GB/128GB eMMC/14""",New,HP,Chromebook,Intel Pentium,8,128,eMMC,,14.0,No,458.99
286,"MSI Creator Z17 HX Studio A13VFT-048ES Intel Core i9-13950HX/32GB/1TB SSD/RTX 4060/17"" Táctil",New,MSI,Creator,Intel Core i9,32,1000,SSD,RTX 4060,17.0,Yes,2979.01
287,"MSI Prestige 14 Evo B13M-276ES Intel Evo Core i7-13700H/16GB/512GB SSD/14""",New,MSI,Prestige,Intel Evo Core i7,16,512,SSD,,14.0,No,1399.0
288,"HP Pavilion Plus 14-eh0008ns Intel Core i7-1255U/16GB/512GB SSD/RTX 2050/14""",New,HP,Pavilion,Intel Core i7,16,512,SSD,RTX 2050,14.0,No,1729.01
289,"Acer Aspire 3 A314-36P-30XR Intel Core i3-N305/8GB/512GB SSD/14""",New,Acer,Aspire,Intel Core i3,8,512,SSD,,14.0,No,599.0
290,"MSI Raider GE68HX 13VF-046XES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4060/16""",New,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 4060,16.0,No,2499.0
291,"Apple Macbook Air 2023 Apple M2/8GB/256GB SSD/GPU Deca Core/15.3"" Gris Espacial",New,Apple,MacBook Air,Apple M2,8,256,SSD,,15.3,No,1599.0
